Site,Trap,Color,Date,Treatment,Apis_melifera,Bombus_bimaculatus,Bombus impatiens,Bombus rufocinctus,Bombus griseocollis,Bombus vagans,Bombus_fervidus,Bombus citrinus,Bombus ternarius,Andrena_crataegi,Andrena_cressoni,Andrena_forbesi,Andrena_hippotes,Andrena_wilkea,Andrena_ostenis,Andrena_biseleasis,Andrena_miranda,Andrena_nasoni,Agapostemon virescens,Agpostemon_sericeus,Agpostemon_splendens,Augochorella_aurata,Augochorella_pura,Augochloropsis n. falgida,Ceratina calcarata,Ceratina mikmaqi,Peponapis pruinosa,Andrena_jermindus,Sphecodes_dichrous,Sphecodes_cressoni,Anthidium_manicatum,Anthidium_oblongatum,Hyleaus_mesillae,Hyleaus_affinis,Hylaeus_annulatus,Hylaeus_hyalinantus,Hylaeus_modestus,Dufourea_monardae,Heriades carinata,Hoplitis pilosifrons,Stelis lateralis,Megachile texana,Megachile relativa,Megachile_campunulae,Megachile_centicularis,Megachile_rotundata,Megachile_latimanus,Megachile montivago,Megachile_gemula,Nomada cressoni,Melissodes_subillatus,Melissodes_denticulatus,Melissodes agilis,Melissodes_desponsus,Melissodes_druinellus,Melisodes_rustica,Melisodes_bimaculatus,Lasioglossu_laevissimum,Lasioglossum_anomalum,Lasioglossum_zephyrum,Lasioglossum_absimile,Lasioglossum_cinctipes,Lasioglossum_hitchensi,Lasioglossum_smilacinae ,Lasioglossum_heterognathum,Lasioglossum_cressonii,lasioglossum versans,Lasioglossum_ellsiae,Lasioglossum_paravida,Lasioglossum pilosum,Lasioglossum macoupinense ,Lasioglossum versatum,Lasioglossum coriaceum,Lasioglossum coeruleum,Lasioglossum bruneri ,Lasioglossum quebecense,Lasioglossum leucocomum ,Lasioglossum zonulum,Lasioglossum subviridatum,Lasioglossum platyparium,Lasioglossum_nr_pilosum,Lasioglossum_lnewasonia,Halictus confusus,Halictus rubicundus,Halictus ligatus,Osmia_pumila
PBDY,4,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,4,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,11,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,11,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,11,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,11,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,12,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,12,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,12,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,12,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,13,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,13,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,13,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,13,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,14,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,14,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,14,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,14,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,15,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,15,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,15,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,15,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,16,B,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,16,W,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,16,R,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,16,Y,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,1,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,2,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,3,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,4,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,BV,6/2/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,1,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,1,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,2,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,2,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,2,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,2,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,3,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,3,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,3,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,3,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,4,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,4,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,4,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,4,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,5,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,6,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,1,,1,,,,,,,0,0,,,,,,,,,,1,,0
PBDY,7,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,7,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,8,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,1,,0,0,,,,,,,,,,0,,0
PBDY,9,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,9,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,10,Y,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,11,B,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,11,W,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
PBDY,11,R,6/14/17,Urban_Unmanaged,0,,0,0,0,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,0
